127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/gallery-img4.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/home-bg.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:54 +0530] "GET /solution-01-lebens.com/images/footer-bg.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:50:58 +0530] "GET /solution-01-lebens.com/user-role-mgt.jsp HTTP/1.1" 200 12553
127.0.0.1 - admin [11/Jan/2018:13:51:36 +0530] "GET /solution-01-lebens.com/oidcsso HTTP/1.1" 302 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/callback?code=80313390-a14d-346a-b549-de384b664cf2&session_state=094dd9fd72e8a78744c2b63af82df77a3b7a51c4d5df276a784dbb26bcde1fd8.oJDucewzoKh0D2MDyd1DcA HTTP/1.1" 200 12846
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/animate.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/nivo-lightbox.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/jquery.parallax.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/smoothscroll.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/wow.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/nivo-lightbox.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/custom.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/style.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/css/nivo_themes/default/default.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/gallery-img5.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/js/jquery.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/gallery-img1.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/gallery-img2.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/gallery-img3.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/gallery-img4.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/home-bg.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:13:51:40 +0530] "GET /solution-01-lebens.com/images/footer-bg.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/user-role-mgt.jsp HTTP/1.1" 200 12553
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/animate.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/nivo-lightbox.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/nivo_themes/default/default.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/css/style.css HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/jquery.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/jquery.parallax.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/images/gallery-img2.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/images/gallery-img1.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/images/gallery-img5.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/images/gallery-img3.jpg HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/nivo-lightbox.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/smoothscroll.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/custom.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/js/wow.min.js HTTP/1.1" 304 -
127.0.0.1 - admin [11/Jan/2018:14:01:08 +0530] "GET /solution-01-lebens.com/images/gallery-img4.jpg HTTP/1.1" 304 -
